brand,car_model,segment,drivetrain,seats,top_speed_kmh,acceleration_0_100_s,torque_nm,torque_nm_mapped,power_to_weight_ratio,power_to_weight_category,battery_capacity_kWh,number_of_cells,battery_type,efficiency_wh_per_km,efficiency,fast_charging_power_kw_dc,fast_charge_port,range_km,towing_capacity_kg,cargo_volume_l,length_mm,width_mm,height_mm,car_body_type,manufacturing_country
Mercedes-Benz,EQB 300 4MATIC,JC - Medium,AWD,7,160,8.0,390.0,287.64918,0.2564102564102564,Medium,66.5,300.0,Lithium-ion,168,4.511278195488722,100.0,CCS,345.0,1700.0,495.0,4684,1834,1667,SUV,Germany
Mercedes-Benz,EQB 250+,JC - Medium,FWD,7,160,8.9,385.0,283.96137000000004,0.2337662337662337,Low,70.5,300.0,Lithium-ion,152,4.25531914893617,90.0,CCS,415.0,1400.0,495.0,4684,1834,1667,SUV,Germany
Mercedes-Benz,EQA 350 4MATIC,JC - Medium,AWD,5,160,6.0,520.0,383.53224,0.1923076923076923,Low,66.5,300.0,Lithium-ion,162,4.511278195488722,100.0,CCS,350.0,1800.0,340.0,4463,1834,1620,SUV,Germany
Mercedes-Benz,EQA 300 4MATIC,JC - Medium,AWD,5,160,7.7,390.0,287.64918,0.2564102564102564,Medium,66.5,300.0,Lithium-ion,162,4.511278195488722,100.0,CCS,350.0,1800.0,340.0,4463,1834,1620,SUV,Germany
Mercedes-Benz,EQA 250+,JC - Medium,FWD,5,160,8.6,385.0,283.96137000000004,0.2337662337662337,Low,70.5,300.0,Lithium-ion,142,4.25531914893617,90.0,CCS,420.0,1500.0,340.0,4463,1834,1620,SUV,Germany
Mercedes-Benz,EQA 250,JC - Medium,FWD,5,160,8.6,385.0,283.96137000000004,0.2597402597402597,Medium,66.5,300.0,Lithium-ion,146,4.511278195488722,100.0,CCS,395.0,1500.0,340.0,4463,1834,1620,SUV,Germany
Volkswagen,ID.5 Pure,JC - Medium,RWD,5,160,8.9,310.0,228.64422,0.2806451612903226,Medium,52.0,288.0,Lithium-ion,142,5.538461538461538,87.0,CCS,320.0,1000.0,549.0,4599,1852,1615,SUV,Germany
Mini,Aceman E,JB - Compact,FWD,5,160,7.9,290.0,213.89298,0.2068965517241379,Low,38.5,216.0,Lithium-ion,129,5.6103896103896105,60.0,CCS,230.0,750.0,300.0,4079,1754,1514,SUV,UK
Volkswagen,ID.4 Pure,JC - Medium,RWD,5,160,9.0,310.0,228.64422,0.2806451612903226,Medium,52.0,192.0,Lithium-ion,143,3.692307692307693,87.0,CCS,285.0,1000.0,543.0,4584,1852,1640,SUV,Germany
MG,4 Electric 51 kWh,C - Medium,RWD,5,160,7.7,250.0,184.3905,0.272,Medium,50.8,104.0,Lithium-ion,145,2.047244094488189,68.0,CCS,300.0,500.0,363.0,4287,1836,1504,Hatchback,UK
Volkswagen,ID.3 Pure,C - Medium,RWD,5,160,8.2,310.0,228.64422,0.2903225806451613,Medium,52.0,192.0,Lithium-ion,134,3.692307692307693,90.0,CCS,325.0,1000.0,385.0,4264,1809,1564,Hatchback,Germany
Mercedes-Benz,EQV 250 Extra-Long,N - Passenger Van,FWD,7,160,12.0,365.0,269.21013,0.1643835616438356,Low,60.0,192.0,Lithium-ion,282,3.2,60.0,CCS,210.0,1500.0,1410.0,5370,1928,1911,Small Passenger Van,Germany
Mercedes-Benz,EQV 250 Long,N - Passenger Van,FWD,7,160,12.0,365.0,269.21013,0.1643835616438356,Low,60.0,192.0,Lithium-ion,282,3.2,60.0,CCS,215.0,1500.0,1030.0,5140,1928,1910,Small Passenger Van,Germany
Volkswagen,ID.3 Pro S,C - Medium,RWD,5,160,7.1,310.0,228.64422,0.3870967741935484,Medium,77.0,288.0,Lithium-ion,138,3.74025974025974,120.0,CCS,465.0,1000.0,385.0,4264,1809,1564,Hatchback,Germany
Mercedes-Benz,EQV 300 Long,N - Passenger Van,FWD,7,160,12.1,365.0,269.21013,0.2630136986301369,Medium,90.0,288.0,Lithium-ion,276,3.2,96.0,CCS,320.0,1500.0,1030.0,5140,1928,1901,Small Passenger Van,Germany
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,N - Passenger Van,FWD,8,160,12.0,360.0,265.52232000000004,0.1666666666666666,Low,60.0,192.0,Lithium-ion,254,3.2,60.0,CCS,215.0,1500.0,1390.0,5370,1928,1890,Small Passenger Van,Germany
Mercedes-Benz,eVito Tourer Long 60 kWh,N - Passenger Van,FWD,8,160,12.0,360.0,265.52232000000004,0.1666666666666666,Low,60.0,192.0,Lithium-ion,259,3.2,60.0,CCS,220.0,1500.0,990.0,5140,1928,1890,Small Passenger Van,Germany
MG,4 Electric 64 kWh,C - Medium,RWD,5,160,7.9,250.0,184.3905,0.464,Medium,61.7,104.0,Lithium-ion,142,1.6855753646677472,116.0,CCS,360.0,500.0,363.0,4287,1836,1504,Hatchback,UK
GWM,ORA 03 48 kWh,C - Medium,FWD,5,160,8.3,250.0,184.3905,0.18,Low,45.4,216.0,Lithium-ion,146,4.757709251101322,45.0,CCS,260.0,1500.0,228.0,4235,1825,1603,Hatchback,China
Volkswagen,ID. Buzz NWB GTX,N - Passenger Van,AWD,6,160,6.5,560.0,413.0347200000001,0.2410714285714285,Low,79.0,288.0,Lithium-ion,194,3.645569620253165,135.0,CCS,330.0,1800.0,1121.0,4712,1985,1925,Small Passenger Van,Germany
Skoda,Enyaq Coupe 60,JC - Medium,RWD,5,160,8.1,310.0,228.64422,0.3548387096774194,Medium,59.0,216.0,Lithium-ion,141,3.6610169491525424,110.0,CCS,370.0,1000.0,570.0,4658,1879,1623,SUV,Czech Republic
Ford,Capri Standard Range RWD,D - Large,RWD,5,160,9.0,310.0,228.64422,0.2741935483870967,Medium,52.0,192.0,Lithium-ion,163,3.692307692307693,85.0,CCS,320.0,1000.0,572.0,4643,1872,1626,Liftback Sedan,USA
Subaru,Solterra AWD,JC - Medium,AWD,5,160,6.9,336.0,247.820832,0.2976190476190476,Medium,64.0,96.0,Lithium-ion,154,1.5,100.0,CCS,320.0,750.0,441.0,4690,1860,1650,SUV,Japan
Renault,Megane E-Tech EV60 220hp (TU2025),C - Medium,FWD,5,160,7.4,300.0,221.2686,0.2933333333333333,Medium,60.0,288.0,Lithium-ion,133,4.8,88.0,CCS,380.0,900.0,440.0,4200,1860,1505,Hatchback,France
DS,N??4 E-Tense,JC - Medium,FWD,5,160,7.1,345.0,254.45889000000005,0.2028985507246377,Low,58.3,102.0,Lithium-ion,130,1.7495711835334478,70.0,CCS,375.0,1400.0,390.0,4400,1866,1470,Hatchback,France
CUPRA,Born 170 kW - 59 kWh,C - Medium,RWD,5,160,6.7,310.0,228.64422,0.3548387096774194,Medium,59.0,216.0,Lithium-ion,156,3.6610169491525424,110.0,CCS,360.0,1000.0,385.0,4322,1809,1540,Hatchback,Spain
CUPRA,Born 170 kW - 77 kWh,C - Medium,RWD,5,160,7.0,310.0,228.64422,0.4032258064516129,Medium,77.0,288.0,Lithium-ion,157,3.74025974025974,125.0,CCS,460.0,1000.0,385.0,4322,1809,1540,Hatchback,Spain
Skoda,Elroq 60,JC - Medium,RWD,5,160,8.5,310.0,228.64422,0.3548387096774194,Medium,59.0,216.0,Lithium-ion,149,3.6610169491525424,110.0,CCS,350.0,1000.0,470.0,4488,1884,1625,SUV,Czech Republic
Skoda,Elroq 50,JC - Medium,RWD,5,160,9.0,310.0,228.64422,0.2903225806451613,Medium,52.0,192.0,Lithium-ion,149,3.692307692307693,90.0,CCS,310.0,1000.0,470.0,4488,1884,1625,SUV,Czech Republic
BYD,ATTO 2,JB - Compact,FWD,5,160,7.9,290.0,213.89298,0.1758620689655172,Low,45.1,127.0,Lithium-ion,145,2.8159645232815964,51.0,CCS,245.0,750.0,400.0,4310,1830,1675,SUV,China
BYD,ATTO 3 (MY25),JC - Medium,FWD,5,160,7.3,310.0,228.64422,0.2419354838709677,Low,60.5,126.0,Lithium-ion,144,2.0826446280991737,75.0,CCS,340.0,750.0,440.0,4455,1875,1615,SUV,China
Ford,Puma Gen-E,JB - Compact,FWD,5,160,8.0,290.0,213.89298,0.293103448275862,Medium,43.6,332.0,Lithium-ion,126,7.614678899082569,85.0,CCS,275.0,750.0,523.0,4214,1805,1555,SUV,USA
BYD,DOLPHIN 44.9 kWh Boost,C - Medium,FWD,5,160,8.0,498.0127388535032,367.3152716942676,0.1003990382155829,Low,44.9,104.0,Lithium-ion,145,2.316258351893096,50.0,CCS,260.0,750.0,345.0,4290,1770,1570,Hatchback,China
BYD,DOLPHIN 60.4 kWh,C - Medium,FWD,5,160,7.0,310.0,228.64422,0.2096774193548387,Low,60.5,126.0,Lithium-ion,142,2.0826446280991737,65.0,CCS,350.0,750.0,345.0,4290,1770,1570,Hatchback,China
Audi,Q4 Sportback e-tron 40,JC - Medium,RWD,5,160,8.1,310.0,228.64422,0.3548387096774194,Medium,59.0,216.0,Lithium-ion,156,3.6610169491525424,110.0,CCS,340.0,1000.0,520.0,4588,1865,1614,SUV,Germany
Ford,Explorer Standard Range RWD,JC - Medium,RWD,5,160,8.7,310.0,228.64422,0.2741935483870967,Medium,52.0,192.0,Lithium-ion,137,3.692307692307693,85.0,CCS,305.0,1000.0,536.0,4468,1871,1630,SUV,USA
Kia,Niro EV,JC - Medium,FWD,5,167,7.8,255.0,188.07831,0.2745098039215686,Medium,64.8,96.0,Lithium-ion,140,1.4814814814814816,70.0,CCS,385.0,750.0,475.0,4420,1825,1570,SUV,Korea
Kia,EV4 Sedan Long Range,C - Medium,FWD,5,170,7.7,283.0,208.730046,0.3710247349823322,Medium,78.0,384.0,Lithium-ion,124,4.923076923076923,105.0,CCS,495.0,300.0,490.0,4730,1860,1480,Sedan,Korea
Kia,EV3 Long Range,JB - Compact,FWD,5,170,7.7,283.0,208.730046,0.3710247349823322,Medium,78.0,384.0,Lithium-ion,139,4.923076923076923,105.0,CCS,455.0,1000.0,460.0,4300,1850,1560,SUV,Korea
Kia,EV3 Standard Range,JB - Compact,FWD,5,170,7.5,283.0,208.730046,0.2826855123674912,Medium,55.0,384.0,Lithium-ion,133,6.9818181818181815,80.0,CCS,325.0,300.0,460.0,4300,1850,1560,SUV,Korea
Kia,EV4 Hatchback Long Range,C - Medium,FWD,5,170,7.7,283.0,208.730046,0.3710247349823322,Medium,78.0,384.0,Lithium-ion,132,4.923076923076923,105.0,CCS,475.0,300.0,435.0,4430,1860,1485,Hatchback,Korea
Kia,EV4 Hatchback Standard Range,C - Medium,FWD,5,170,7.4,283.0,208.730046,0.2826855123674912,Medium,55.0,384.0,Lithium-ion,134,6.9818181818181815,80.0,CCS,340.0,300.0,435.0,4430,1860,1485,Hatchback,Korea
Kia,EV4 Sedan Standard Range,C - Medium,FWD,5,170,7.4,283.0,208.730046,0.2826855123674912,Medium,55.0,384.0,Lithium-ion,128,6.9818181818181815,80.0,CCS,355.0,300.0,490.0,4730,1860,1480,Sedan,Korea
MG,S5  EV 49 kWh,JC - Medium,RWD,5,170,8.0,250.0,184.3905,0.32,Medium,47.1,104.0,Lithium-ion,139,2.208067940552017,80.0,CCS,275.0,750.0,453.0,4476,1849,1621,SUV,UK
Opel,Astra Electric,C - Medium,FWD,5,170,9.2,270.0,199.14174000000003,0.3148148148148148,Medium,50.8,102.0,Lithium-ion,128,2.0078740157480315,85.0,CCS,320.0,750.0,352.0,4374,1860,1470,Hatchback,Germany
Renault,Scenic E-Tech EV87 220hp,JC - Medium,FWD,5,170,7.9,300.0,221.2686,0.3166666666666666,Medium,87.0,288.0,Lithium-ion,143,3.310344827586207,95.0,CCS,480.0,1100.0,545.0,4470,1864,1571,SUV,France
Mini,Cooper SE,B - Compact,FWD,4,170,6.7,330.0,243.39546,0.2272727272727272,Low,49.2,216.0,Lithium-ion,127,4.390243902439024,75.0,CCS,330.0,750.0,200.0,3858,1756,1460,Hatchback,UK
Leapmotor,C10,JD - Large,RWD,5,170,7.5,320.0,236.01984,0.21875,Low,69.9,216.0,Lithium-ion,166,3.0901287553648067,70.0,CCS,350.0,1500.0,435.0,4739,1900,1680,SUV,China
Mini,Aceman SE,JB - Compact,FWD,5,170,7.1,330.0,243.39546,0.2272727272727272,Low,49.2,216.0,Lithium-ion,129,4.390243902439024,75.0,CCS,290.0,750.0,300.0,4079,1754,1514,SUV,UK
BMW,iX2 eDrive20,JC - Medium,FWD,5,170,8.6,247.0,182.177814,0.3805668016194332,Medium,64.7,216.0,Lithium-ion,147,3.338485316846986,94.0,CCS,395.0,750.0,525.0,4554,1845,1560,SUV,Germany
Opel,Astra Sports Tourer Electric,C - Medium,FWD,5,170,9.3,270.0,199.14174000000003,0.3148148148148148,Medium,50.8,102.0,Lithium-ion,123,2.0078740157480315,85.0,CCS,310.0,750.0,516.0,4642,1860,1480,Station/Estate,Germany
Alpine,A290 Electric 220 hp,B - Compact,FWD,5,170,6.4,300.0,221.2686,0.2333333333333333,Low,52.0,184.0,Lithium-ion,144,3.5384615384615383,70.0,CCS,305.0,500.0,326.0,3997,1823,1512,Hatchback,France
Mini,Countryman E,JC - Medium,FWD,5,170,8.6,250.0,184.3905,0.376,Medium,64.6,216.0,Lithium-ion,140,3.3436532507739942,94.0,CCS,380.0,750.0,460.0,4433,1843,1656,SUV,UK
Hyundai,Kona Electric 65 kWh,JB - Compact,FWD,5,170,7.8,255.0,188.07831,0.3372549019607843,Medium,65.4,384.0,Lithium-ion,144,5.871559633027522,86.0,CCS,390.0,750.0,466.0,4355,1825,1575,SUV,Korea
BMW,iX1 eDrive20,JC - Medium,FWD,5,170,8.3,247.0,182.177814,0.3805668016194332,Medium,64.7,216.0,Lithium-ion,150,3.338485316846986,94.0,CCS,390.0,750.0,490.0,4500,1845,1616,SUV,Germany
GWM,ORA 07 Pro,D - Large,FWD,5,170,8.2,340.0,250.77108,0.2205882352941176,Low,64.3,216.0,Lithium-ion,146,3.3592534992223952,75.0,CCS,350.0,1500.0,333.0,4871,1862,1500,Sedan,China
GWM,ORA 07 Pure,D - Large,FWD,5,170,8.2,340.0,250.77108,0.2205882352941176,Low,64.3,216.0,Lithium-ion,146,3.3592534992223952,75.0,CCS,350.0,1500.0,333.0,4871,1862,1500,Sedan,China
Peugeot,e-5008 97 kWh Long Range,JD - Large,FWD,7,170,9.6,345.0,254.45889000000005,0.391304347826087,Medium,96.9,102.0,Lithium-ion,152,1.0526315789473684,135.0,CCS,485.0,1000.0,348.0,4791,1895,1694,SUV,France
Peugeot,e-5008 73 kWh Dual Motor,JD - Large,AWD,7,170,7.0,511.0,376.894182,0.1761252446183953,Low,73.0,96.0,Lithium-ion,203,1.3150684931506849,90.0,CCS,360.0,1000.0,348.0,4791,1895,1694,SUV,France
Opel,Grandland 73 kWh,JC - Medium,FWD,5,170,9.0,260.0,191.76612,0.3461538461538461,Medium,73.0,96.0,Lithium-ion,145,1.3150684931506849,90.0,CCS,365.0,1200.0,550.0,4650,1934,1665,SUV,Germany
Peugeot,e-308,C - Medium,FWD,5,170,9.8,260.0,191.76612,0.3076923076923077,Medium,50.8,102.0,Lithium-ion,124,2.0078740157480315,80.0,CCS,300.0,1200.0,412.0,4367,1852,1441,Hatchback,France
Peugeot,e-3008 97 kWh Long Range,JC - Medium,FWD,5,170,8.7,345.0,254.45889000000005,0.391304347826087,Medium,96.9,102.0,Lithium-ion,145,1.0526315789473684,135.0,CCS,500.0,1200.0,588.0,4542,1895,1641,SUV,France
Peugeot,e-3008 73 kWh Dual Motor,JC - Medium,AWD,5,170,6.4,511.0,376.894182,0.1761252446183953,Low,73.0,96.0,Lithium-ion,195,1.3150684931506849,90.0,CCS,375.0,1250.0,588.0,4542,1895,1641,SUV,France
Peugeot,e-5008 73 kWh,JD - Large,FWD,7,170,9.7,345.0,254.45889000000005,0.2608695652173913,Medium,73.0,96.0,Lithium-ion,150,1.3150684931506849,90.0,CCS,370.0,1000.0,348.0,4791,1895,1694,SUV,France
Peugeot,e-3008 73 kWh,JC - Medium,FWD,5,170,8.8,345.0,254.45889000000005,0.2608695652173913,Medium,73.0,96.0,Lithium-ion,143,1.3150684931506849,90.0,CCS,380.0,1250.0,588.0,4542,1895,1641,SUV,France
Opel,Grandland 82 kWh,JC - Medium,FWD,5,170,9.0,260.0,191.76612,0.3846153846153846,Medium,82.2,159.0,Lithium-ion,146,1.9343065693430657,100.0,CCS,410.0,1200.0,550.0,4650,1934,1665,SUV,Germany
Omoda,E5,JC - Medium,FWD,5,172,7.6,340.0,250.77108,0.1764705882352941,Low,61.0,216.0,Lithium-ion,152,3.540983606557377,60.0,CCS,345.0,1500.0,380.0,4424,1830,1588,SUV,China
MG,ZS EV Standard Range,JB - Compact,FWD,5,175,8.6,280.0,206.51736,0.1785714285714285,Low,49.0,104.0,Lithium-ion,153,2.122448979591837,50.0,CCS,265.0,500.0,448.0,4323,1809,1649,SUV,UK
MG,ZS EV Long Range,JB - Compact,FWD,5,175,8.4,280.0,206.51736,0.2928571428571428,Medium,68.3,104.0,Lithium-ion,155,1.5226939970717424,82.0,CCS,370.0,500.0,448.0,4323,1809,1649,SUV,UK
BYD,SEAL U 87 kWh Design,JD - Large,FWD,5,175,9.6,330.0,243.39546,0.2575757575757575,Medium,87.0,160.0,Lithium-ion,174,1.839080459770115,85.0,CCS,425.0,1300.0,552.0,4785,1890,1668,SUV,China
Mazda,6e Long Range 80 kWh,D - Large,RWD,5,175,7.8,320.0,236.01984,0.21875,Low,75.0,216.0,Lithium-ion,136,2.88,70.0,CCS,440.0,1500.0,456.0,4921,1890,1491,Liftback Sedan,Japan
BYD,SEAL U 71.8 kWh Comfort,JD - Large,FWD,5,175,9.3,310.0,228.64422,0.232258064516129,Low,71.8,132.0,Lithium-ion,171,1.8384401114206128,72.0,CCS,360.0,1300.0,552.0,4785,1890,1668,SUV,China
Mazda,6e 68.8 kWh,D - Large,RWD,5,175,7.6,320.0,236.01984,0.375,Medium,66.0,216.0,Lithium-ion,138,3.272727272727273,120.0,CCS,390.0,1500.0,456.0,4921,1890,1491,Liftback Sedan,Japan
KGM,Torres EVX,JC - Medium,FWD,5,175,8.1,339.0,250.033518,0.2507374631268436,Medium,72.0,216.0,Lithium-ion,156,3.0,85.0,CCS,370.0,1500.0,839.0,4715,1890,1725,SUV,Korea
Volkswagen,ID.4 Pro 4MOTION,JC - Medium,AWD,5,180,6.6,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,155,3.74025974025974,120.0,CCS,435.0,1200.0,543.0,4584,1852,1631,SUV,Germany
Skoda,Enyaq 85x,JC - Medium,AWD,5,180,6.7,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,150,3.74025974025974,120.0,CCS,450.0,1200.0,585.0,4658,1879,1620,SUV,Czech Republic
Volkswagen,ID.5 GTX,JC - Medium,AWD,5,180,5.5,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,144,3.74025974025974,120.0,CCS,430.0,1200.0,549.0,4599,1852,1615,SUV,Germany
Volvo,EC40 Single Motor ER (MY26),JC - Medium,RWD,5,180,7.3,420.0,309.77604,0.2976190476190476,Medium,79.0,324.0,Lithium-ion,146,4.10126582278481,125.0,CCS,420.0,1500.0,404.0,4440,1873,1596,SUV,Sweden
Volkswagen,ID.5 Pro,JC - Medium,RWD,5,180,6.7,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,138,3.74025974025974,120.0,CCS,460.0,1000.0,549.0,4599,1852,1615,SUV,Germany
Skoda,Elroq 85,JC - Medium,RWD,5,180,6.6,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,145,3.74025974025974,120.0,CCS,450.0,1000.0,470.0,4488,1884,1625,SUV,Czech Republic
Volkswagen,ID.7 Pro,E - Executive,RWD,5,180,6.5,550.0,405.6591,0.2272727272727272,Low,77.0,288.0,Lithium-ion,132,3.74025974025974,125.0,CCS,475.0,1000.0,532.0,4961,1862,1536,Liftback Sedan,Germany
Skoda,Enyaq 85,JC - Medium,RWD,5,180,6.7,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,141,3.74025974025974,120.0,CCS,455.0,1000.0,585.0,4658,1879,1622,SUV,Czech Republic
Volkswagen,ID.7 Pro S,E - Executive,RWD,5,180,6.6,550.0,405.6591,0.2636363636363636,Medium,86.0,312.0,Lithium-ion,133,3.627906976744186,145.0,CCS,525.0,1000.0,532.0,4961,1862,1536,Liftback Sedan,Germany
Volkswagen,ID.7 Tourer GTX,E - Executive,AWD,5,180,5.5,560.0,413.0347200000001,0.2589285714285714,Medium,86.0,312.0,Lithium-ion,147,3.627906976744186,145.0,CCS,500.0,1200.0,605.0,4961,1862,1536,Station/Estate,Germany
Volkswagen,ID.7 Tourer Pro S,E - Executive,RWD,5,180,6.7,550.0,405.6591,0.2636363636363636,Medium,86.0,312.0,Lithium-ion,125,3.627906976744186,145.0,CCS,520.0,1000.0,605.0,4961,1862,1536,Station/Estate,Germany
Volkswagen,ID.7 Tourer Pro,E - Executive,RWD,5,180,6.6,550.0,405.6591,0.2272727272727272,Low,77.0,288.0,Lithium-ion,146,3.74025974025974,125.0,CCS,470.0,1000.0,605.0,4961,1862,1536,Station/Estate,Germany
Volvo,EC40 Single Motor (MY26),JC - Medium,RWD,5,180,7.3,420.0,309.77604,0.2619047619047619,Medium,67.0,324.0,Lithium-ion,151,4.835820895522388,110.0,CCS,360.0,1500.0,404.0,4440,1873,1596,SUV,Sweden
Volkswagen,ID.7 GTX,E - Executive,AWD,5,180,5.4,560.0,413.0347200000001,0.2589285714285714,Medium,86.0,312.0,Lithium-ion,145,3.627906976744186,145.0,CCS,500.0,1200.0,532.0,4961,1862,1536,Liftback Sedan,Germany
Polestar,4 Long Range Single Motor,E - Executive,RWD,5,180,7.4,343.0,252.98376600000003,0.3935860058309038,Medium,94.0,110.0,Lithium-ion,157,1.1702127659574468,135.0,CCS,495.0,1500.0,526.0,4839,2008,1544,Liftback Sedan,Sweden/China
Volkswagen,ID.4 GTX,JC - Medium,AWD,5,180,5.4,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,152,3.74025974025974,120.0,CCS,420.0,1200.0,543.0,4584,1852,1631,SUV,Germany
Polestar,3 Long Range Single motor,JE - Executive,RWD,5,180,7.8,490.0,361.40538,0.3061224489795918,Medium,107.0,204.0,Lithium-ion,166,1.9065420560747663,150.0,CCS,530.0,1500.0,484.0,4900,1968,1614,SUV,Sweden/China
Smart,#3 Pro+,JB - Compact,RWD,5,180,5.8,343.0,252.98376600000003,0.3206997084548105,Medium,62.0,216.0,Lithium-ion,143,3.4838709677419355,110.0,CCS,355.0,1600.0,370.0,4400,1844,1556,SUV,Germany
Smart,#3 Pro,JB - Compact,RWD,5,180,5.9,343.0,252.98376600000003,0.1895043731778425,Low,47.0,216.0,Lithium-ion,145,4.595744680851064,65.0,CCS,265.0,1600.0,370.0,4400,1844,1556,SUV,Germany
Smart,#3 Premium,JB - Compact,RWD,5,180,5.8,343.0,252.98376600000003,0.3206997084548105,Medium,62.0,216.0,Lithium-ion,136,3.4838709677419355,110.0,CCS,355.0,1600.0,370.0,4400,1844,1556,SUV,Germany
Audi,Q4 e-tron 45,JC - Medium,RWD,5,180,6.7,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,169,3.74025974025974,120.0,CCS,420.0,1000.0,520.0,4588,1865,1632,SUV,Germany
Audi,Q4 e-tron 45 quattro,JC - Medium,AWD,5,180,6.6,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,171,3.74025974025974,120.0,CCS,395.0,1200.0,520.0,4588,1865,1632,SUV,Germany
Audi,Q4 e-tron 55 quattro,JC - Medium,AWD,5,180,5.4,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,171,3.74025974025974,120.0,CCS,395.0,1200.0,520.0,4588,1865,1632,SUV,Germany
Smart,#3 Brabus,JB - Compact,AWD,5,180,3.7,543.0,400.496166,0.1841620626151013,Low,62.0,216.0,Lithium-ion,149,3.4838709677419355,100.0,CCS,335.0,1600.0,370.0,4400,1844,1556,SUV,Germany
Smart,#1 Pure+,JB - Compact,RWD,5,180,6.7,343.0,252.98376600000003,0.2915451895043732,Medium,62.0,216.0,Lithium-ion,148,3.4838709677419355,100.0,CCS,335.0,1600.0,323.0,4270,1822,1636,SUV,Germany
Smart,#1 Pure,JB - Compact,RWD,5,180,6.7,343.0,252.98376600000003,0.1895043731778425,Low,47.0,216.0,Lithium-ion,152,4.595744680851064,65.0,CCS,250.0,1600.0,323.0,4270,1822,1636,SUV,Germany
Smart,#1 Pulse,JB - Compact,AWD,5,180,4.5,584.0,430.736208,0.1712328767123287,Low,62.0,216.0,Lithium-ion,155,3.4838709677419355,100.0,CCS,325.0,1600.0,313.0,4300,1822,1636,SUV,Germany
Smart,#1 Pro+,JB - Compact,RWD,5,180,6.7,343.0,252.98376600000003,0.2915451895043732,Medium,62.0,216.0,Lithium-ion,148,3.4838709677419355,100.0,CCS,335.0,1600.0,323.0,4270,1822,1636,SUV,Germany
Volkswagen,ID.4 Pro,JC - Medium,RWD,5,180,6.7,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,149,3.74025974025974,120.0,CCS,445.0,1000.0,543.0,4584,1852,1631,SUV,Germany
Smart,#1 Pro,JB - Compact,RWD,5,180,6.7,343.0,252.98376600000003,0.1895043731778425,Low,47.0,216.0,Lithium-ion,152,4.595744680851064,65.0,CCS,250.0,1600.0,323.0,4270,1822,1636,SUV,Germany
Volvo,EC40 Twin Motor (MY26),JC - Medium,AWD,5,180,4.8,670.0,494.16654000000005,0.1865671641791045,Low,79.0,324.0,Lithium-ion,155,4.10126582278481,125.0,CCS,400.0,1800.0,404.0,4440,1873,1596,SUV,Sweden
Smart,#1 Brabus,JB - Compact,AWD,5,180,3.9,584.0,430.736208,0.1712328767123287,Low,62.0,216.0,Lithium-ion,155,3.4838709677419355,100.0,CCS,325.0,1600.0,313.0,4300,1822,1636,SUV,Germany
Volkswagen,ID.3 GTX,C - Medium,RWD,5,180,5.9,545.0,401.97129,0.2477064220183486,Low,79.0,288.0,Lithium-ion,131,3.645569620253165,135.0,CCS,470.0,1000.0,385.0,4322,1809,1538,Hatchback,Germany
Skoda,Enyaq RS,JC - Medium,AWD,5,180,5.4,679.0,500.80459800000006,0.198821796759941,Low,79.0,288.0,Lithium-ion,147,3.645569620253165,135.0,CCS,460.0,1200.0,585.0,4660,1879,1607,SUV,Czech Republic
Audi,Q4 Sportback e-tron 55 quattro,JC - Medium,AWD,5,180,5.4,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,165,3.74025974025974,120.0,CCS,415.0,1200.0,535.0,4588,1865,1614,SUV,Germany
Mini,Countryman SE ALL4,JC - Medium,AWD,5,180,5.6,494.0,364.355628,0.1902834008097166,Low,64.6,216.0,Lithium-ion,149,3.3436532507739942,94.0,CCS,365.0,1200.0,460.0,4433,1843,1656,SUV,UK
Audi,Q4 Sportback e-tron 45 quattro,JC - Medium,AWD,5,180,6.6,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,165,3.74025974025974,120.0,CCS,410.0,1200.0,535.0,4588,1865,1614,SUV,Germany
Audi,Q4 Sportback e-tron 45,JC - Medium,RWD,5,180,6.7,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,162,3.74025974025974,120.0,CCS,435.0,1000.0,535.0,4588,1865,1614,SUV,Germany
Mercedes-Benz,G 580,JF - Luxury,AWD,5,180,4.7,1164.0,858.5221680000001,0.1288659793814432,Low,116.0,216.0,Lithium-ion,267,1.862068965517241,150.0,CCS,360.0,1500.0,555.0,4624,1931,1986,SUV,Germany
